Wavelength[nm]	Intensity[normalized]	Ret_Intensity[normalized]	Phase[rad]
997.83	0.01384403	0.01869352	0.53601351
998.25	0.02068578	0.01858760	0.51392089
998.68	0.02833485	0.01842356	0.50240300
999.11	0.03293169	0.01824965	0.49169419
999.53	0.03287975	0.01806654	0.48277102
999.96	0.02966650	0.01787490	0.47368037
1000.39	0.02601308	0.01767547	0.46442224
1000.82	0.02056639	0.01746891	0.45792631
1001.24	0.01626035	0.01725593	0.45028633
1001.67	0.01816358	0.01703722	0.44052574
1002.10	0.02361117	0.01681350	0.42962109
1002.52	0.02845553	0.01658541	0.41952552
1002.95	0.03220051	0.01635369	0.40437965
1003.38	0.03074074	0.01607574	0.37246472
1003.80	0.02329695	0.01579348	0.34428856
1004.23	0.01865931	0.01551354	0.31008555
1004.66	0.01585870	0.01523873	0.27376193
1005.08	0.00416756	0.01497177	0.23922395
1005.51	0.00000000	0.01471549	0.20647163
1005.94	0.00000000	0.01447260	0.17159872
1006.36	0.00534833	0.01424590	0.13558178
1006.79	0.01843837	0.01403812	0.10135050
1007.22	0.02814567	0.01385206	0.06890490
1007.64	0.03366092	0.01369046	0.03336217
1008.07	0.03949350	0.01359332	0.00546449
1008.50	0.04611744	0.01371721	-0.00990530
1008.92	0.04512057	0.01386270	-0.03032533
1009.35	0.03806032	0.01402268	-0.04700652
1009.77	0.03540762	0.01418999	-0.05701919
1010.20	0.04101038	0.01435751	-0.06817581
1010.63	0.04779114	0.01451813	-0.08145295
1011.05	0.04481973	0.01466465	-0.08610840
1011.48	0.02678921	0.01479003	-0.09581403
1011.91	0.00110307	0.01488709	-0.10275732
1012.33	0.00000000	0.01494875	-0.11084453
1012.76	0.01254450	0.01496788	-0.11323969
1013.18	0.02942424	0.01485588	-0.12068498
1013.61	0.01947054	0.01447849	-0.12243820
1014.04	0.00000000	0.01405256	-0.12240558
1014.46	0.00000000	0.01358329	-0.12351681
1014.89	0.00000000	0.01307597	-0.12577186
1015.31	0.01740970	0.01253578	-0.12721760
1015.74	0.04792627	0.01196803	-0.12590088
1016.16	0.06919526	0.01137785	-0.12865763
1016.59	0.07297165	0.01077058	-0.13060502
1017.02	0.07289538	0.01015136	-0.13271959
1017.44	0.07704159	0.00952540	-0.13402476
1017.87	0.07708170	0.00889810	-0.13940334
1018.29	0.07560594	0.00829770	-0.14494904
1018.72	0.07821861	0.00777055	-0.14089623
1019.14	0.08181732	0.00725317	-0.14482301
1019.57	0.08785892	0.00674707	-0.14794031
1020.00	0.09629056	0.00625389	-0.15708403
1020.42	0.10080081	0.00577513	-0.16932447
1020.85	0.09711861	0.00531244	-0.18270849
1021.27	0.08320988	0.00486732	-0.20016575
1021.70	0.05941147	0.00444135	-0.22462592
1022.12	0.03493816	0.00403622	-0.25413584
1022.55	0.02336354	0.00365333	-0.28869551
1022.97	0.03676718	0.00329434	-0.33318770
1023.40	0.07434782	0.00295959	-0.38858896
1023.82	0.10485608	0.00264232	-0.47150082
1024.25	0.09940548	0.00235409	-0.56532170
1024.68	0.06971399	0.00209699	-0.66223908
1025.10	0.04387217	0.00187293	-0.77006542
1025.53	0.03382548	0.00168393	-0.87903509
1025.95	0.02618761	0.00153200	-0.99110117
1026.38	0.00645191	0.00141916	-1.10919334
1026.80	0.00000000	0.00134739	-1.22745218
1027.23	0.01680591	0.00131868	-1.34978392
1027.65	0.05603736	0.00133505	-1.46837604
1028.08	0.06936807	0.00139847	-1.59201756
1028.50	0.05551372	0.00151099	-1.71582566
1028.93	0.04822425	0.00187442	-1.83003467
1029.35	0.06314659	0.00232350	-1.94343362
1029.78	0.08994532	0.00281068	-2.05797562
1030.20	0.10289980	0.00332836	-2.16291845
1030.62	0.08377285	0.00386920	-2.26802770
1031.05	0.04415724	0.00442560	-2.37330335
1031.47	0.00912422	0.00499040	-2.47288598
1031.90	0.00000000	0.00555585	-2.57068181
1032.32	0.00000000	0.00611463	-2.65985488
1032.75	0.00000000	0.00665916	-2.75017078
1033.17	0.00000000	0.00718229	-2.82795760
1033.60	0.02613031	0.00767627	-2.90395750
1034.02	0.07495770	0.00802927	-2.96352200
1034.45	0.09553849	0.00819483	-3.00176826
1034.87	0.10339035	0.00832234	-3.03920407
1035.30	0.10424860	0.00841413	-3.06020437
1035.72	0.09797065	0.00847243	-3.08723009
1036.14	0.08993243	0.00849950	-3.10953899
1036.57	0.06747162	0.00849761	-3.12517792
1036.99	0.03652695	0.00846902	-3.13805309
1037.42	0.02026230	0.00841598	-3.14328165
1037.84	0.01795146	0.00834074	-3.15355888
1038.27	0.02231299	0.00824560	-3.16009568
1038.69	0.02961959	0.00813274	-3.16386858
1039.11	0.03960096	0.00800453	-3.16780722
1039.54	0.04972374	0.00793317	-3.18363031
1039.96	0.03673776	0.00786014	-3.20352533
1040.39	0.00872695	0.00777286	-3.21870317
1040.81	0.01381174	0.00767048	-3.23599973
1041.23	0.04436161	0.00755219	-3.25248527
1041.66	0.05348343	0.00741710	-3.27108946
1042.08	0.04878220	0.00726445	-3.28595288
1042.51	0.05219885	0.00709335	-3.30293485
1042.93	0.03374068	0.00690303	-3.32301191
1043.35	0.00000000	0.00669256	-3.33837151
1043.78	0.00000000	0.00646120	-3.35780268
1044.20	0.00000000	0.00620808	-3.37251631
1044.63	0.00684376	0.00590950	-3.39423110
1045.05	0.04858118	0.00546528	-3.44540796
1045.47	0.02077603	0.00500290	-3.49089060
1045.90	0.00000000	0.00452679	-3.53458521
1046.32	0.01031664	0.00404163	-3.57551520
1046.74	0.06091426	0.00355167	-3.61172740
1047.17	0.11372750	0.00306175	-3.64419833
1047.59	0.13617774	0.00257626	-3.66804512
1048.02	0.11828574	0.00209988	-3.68229118
1048.44	0.10747353	0.00163686	-3.68888959
1048.86	0.12012664	0.00119202	-3.68491060
1049.29	0.09369086	0.00076975	-3.66840106
1049.71	0.02049771	0.00037469	-3.63838436
